station,valid,lon,lat,tmpc,dwpc,drct,sknt,mslp,vsby,gust,wxcodes,peak_wind_gust
08D,2019-02-24 05:15,-102.4064,48.3008,-18.00,-20.00,320.00,22.00,M,1.50,30.00,BR,M
D50,2019-02-24 05:15,-103.2973,48.9285,-18.00,-20.00,320.00,27.00,M,0.75,33.00,-SN,M
7L2,2019-02-24 05:15,-100.2456,46.2206,-15.00,-19.00,300.00,15.00,M,7.00,M,-SN,M
Y19,2019-02-24 05:15,-100.8944,46.7680,-16.00,-17.00,310.00,27.00,M,1.75,34.00,BR,M
JMS,2019-02-24 05:15,-98.6800,46.9300,M,M,310.00,25.00,M,2.50,M,BR,M
GFK,2019-02-24 05:15,-97.1761,47.9492,M,M,310.00,15.00,M,10.00,M,M,M
DVL,2019-02-24 05:15,-98.9083,48.1146,M,M,300.00,17.00,M,8.00,M,-SN,M
HZE,2019-02-24 05:15,-101.5810,47.2899,-16.00,-19.00,300.00,14.00,M,10.00,M,M,M
D55,2019-02-24 05:15,-98.3937,48.7531,-14.00,-14.00,320.00,17.00,M,7.00,M,-SN,M
2C8,2019-02-24 05:15,-97.6320,48.7837,-11.00,-13.00,320.00,14.00,M,3.00,21.00,-SN,M
S25,2019-02-24 05:15,-103.2552,47.7966,-18.00,-21.00,310.00,16.00,M,6.00,M,HZ,M
46D,2019-02-24 05:15,-99.1513,47.4511,-16.00,-18.00,310.00,23.00,M,1.00,30.00,BR,M
D60,2019-02-24 05:15,-102.8974,48.3803,-19.00,-20.00,320.00,27.00,M,1.25,34.00,BR,M
GWR,2019-02-24 05:15,-97.6435,46.2187,-13.00,-15.00,320.00,27.00,M,2.50,M,BR,M
RUG,2019-02-24 05:15,-100.0243,48.3904,-14.00,-15.00,300.00,17.00,M,4.00,25.00,-SN,M
96D,2019-02-24 05:15,-97.9028,48.9406,-12.00,-12.00,310.00,12.00,M,6.00,M,-SN,M
S32,2019-02-24 05:15,-98.1059,47.4228,-14.00,-16.00,320.00,23.00,M,3.00,31.00,BR,M
GAF,2019-02-24 05:15,-97.3709,48.4047,-11.00,-13.00,310.00,14.00,M,7.00,M,M,M
D57,2019-02-24 05:15,-101.8602,46.8128,-16.00,-20.00,310.00,29.00,M,1.00,39.00,HZ,M
MIB,2019-02-24 05:16,-101.3580,48.4158,M,M,310.00,26.00,M,1.25,34.00,BLSN,M
DVL,2019-02-24 05:20,-98.9083,48.1146,M,M,300.00,17.00,M,8.00,M,-SN,M
ISN,2019-02-24 05:20,-103.6366,48.1738,M,M,330.00,14.00,M,8.00,M,M,M
FAR,2019-02-24 05:20,-96.8111,46.9253,M,M,310.00,10.00,M,6.00,M,BR,M
HEI,2019-02-24 05:20,-102.6560,46.0149,M,M,310.00,21.00,M,7.00,M,M,M
JMS,2019-02-24 05:20,-98.6800,46.9300,M,M,310.00,24.00,M,3.00,M,BR,M
DIK,2019-02-24 05:20,-102.8019,46.7973,M,M,300.00,19.00,M,5.00,M,HZ,M
GFK,2019-02-24 05:20,-97.1761,47.9492,M,M,310.00,15.00,M,10.00,M,M,M
BIS,2019-02-24 05:20,-100.7458,46.7727,M,M,310.00,23.00,M,2.00,33.00,M,M
JMS,2019-02-24 05:25,-98.6800,46.9300,M,M,310.00,25.00,M,3.00,M,BR,M
HEI,2019-02-24 05:25,-102.6560,46.0149,M,M,320.00,20.00,M,7.00,M,M,M
BIS,2019-02-24 05:25,-100.7458,46.7727,M,M,310.00,22.00,M,2.50,M,BR,M
ISN,2019-02-24 05:25,-103.6366,48.1738,M,M,330.00,13.00,M,8.00,M,M,M
DIK,2019-02-24 05:25,-102.8019,46.7973,M,M,300.00,17.00,M,7.00,M,M,M
DVL,2019-02-24 05:25,-98.9083,48.1146,M,M,300.00,17.00,M,8.00,M,-SN,M
GFK,2019-02-24 05:25,-97.1761,47.9492,M,M,310.00,15.00,M,10.00,M,M,M
MOT,2019-02-24 05:25,-101.2803,48.2594,M,M,M,29.00,M,1.00,M,UP,M
FAR,2019-02-24 05:25,-96.8111,46.9253,M,M,310.00,10.00,M,6.00,M,BR,M
MIB,2019-02-24 05:26,-101.3580,48.4158,M,M,310.00,27.00,M,1.25,33.00,BLSN,M
GFK,2019-02-24 05:28,-97.1761,47.9492,-11.72,-14.39,310.00,17.00,M,10.00,M,M,M
DIK,2019-02-24 05:30,-102.8019,46.7973,M,M,300.00,17.00,M,9.00,M,M,M
MOT,2019-02-24 05:30,-101.2803,48.2594,M,M,M,26.00,M,1.00,34.00,UP,M
DVL,2019-02-24 05:30,-98.9083,48.1146,M,M,300.00,18.00,M,7.00,M,-SN,M
ISN,2019-02-24 05:30,-103.6366,48.1738,M,M,320.00,12.00,M,8.00,M,M,M
HEI,2019-02-24 05:30,-102.6560,46.0149,M,M,320.00,20.00,M,8.00,M,M,M
FAR,2019-02-24 05:30,-96.8111,46.9253,M,M,310.00,11.00,M,6.00,M,BR,M
BWP,2019-02-24 05:30,-96.6074,46.2441,-11.00,-14.00,320.00,19.00,M,7.00,23.00,M,M
BIS,2019-02-24 05:30,-100.7458,46.7727,M,M,310.00,23.00,M,2.50,M,BR,M
GFK,2019-02-24 05:30,-97.1761,47.9492,M,M,310.00,15.00,M,10.00,M,M,M
JMS,2019-02-24 05:30,-98.6800,46.9300,M,M,310.00,21.00,M,2.50,27.00,BR,M
GFK,2019-02-24 05:35,-97.1761,47.9492,M,M,310.00,17.00,M,10.00,M,M,M
DIK,2019-02-24 05:35,-102.8019,46.7973,M,M,310.00,16.00,M,9.00,24.00,M,M
BIS,2019-02-24 05:35,-100.7458,46.7727,M,M,310.00,25.00,M,2.50,M,BR,M
MOT,2019-02-24 05:35,-101.2803,48.2594,M,M,M,29.00,M,1.00,38.00,UP,M
HEI,2019-02-24 05:35,-102.6560,46.0149,M,M,320.00,21.00,M,7.00,M,M,M
FAR,2019-02-24 05:35,-96.8111,46.9253,M,M,310.00,13.00,M,6.00,M,BR,M
DVL,2019-02-24 05:35,-98.9083,48.1146,M,M,300.00,18.00,M,6.00,M,-SN BR,M
08D,2019-02-24 05:35,-102.4064,48.3008,-18.00,-20.00,320.00,23.00,M,1.25,32.00,-SN,M
06D,2019-02-24 05:35,-99.6208,48.8844,-14.00,-15.00,330.00,20.00,M,1.50,26.00,-SN,M
2D5,2019-02-24 05:35,-98.0799,46.1731,-14.00,-16.00,310.00,21.00,M,5.00,26.00,BR,M
D60,2019-02-24 05:35,-102.8974,48.3803,-19.00,-20.00,320.00,26.00,M,1.50,34.00,BR,M
GWR,2019-02-24 05:35,-97.6435,46.2187,-13.00,-15.00,310.00,19.00,M,5.00,24.00,BR,M
D50,2019-02-24 05:35,-103.2973,48.9285,-18.00,-20.00,320.00,25.00,M,0.75,34.00,BR,M
46D,2019-02-24 05:35,-99.1513,47.4511,-16.00,-18.00,310.00,22.00,M,2.00,28.00,BR,M
S25,2019-02-24 05:35,-103.2552,47.7966,-18.00,-21.00,310.00,16.00,M,9.00,22.00,M,M
20U,2019-02-24 05:35,-103.9821,46.9252,-19.00,-21.00,300.00,23.00,M,4.00,28.00,HZ,M
BAC,2019-02-24 05:35,-98.0180,46.9412,M,M,M,M,M,M,M,M,M
S32,2019-02-24 05:35,-98.1059,47.4228,-14.00,-16.00,310.00,21.00,M,3.00,30.00,BR,M
96D,2019-02-24 05:35,-97.9028,48.9406,-12.00,-12.00,320.00,13.00,M,6.00,M,-SN,M
GAF,2019-02-24 05:35,-97.3709,48.4047,-12.00,-14.00,310.00,14.00,M,7.00,M,M,M
D57,2019-02-24 05:35,-101.8602,46.8128,-16.00,-20.00,310.00,33.00,M,0.50,45.00,HZ,M
Y19,2019-02-24 05:35,-100.8944,46.7680,-16.00,-18.00,320.00,24.00,M,1.50,37.00,BR,M
7L2,2019-02-24 05:35,-100.2456,46.2206,-15.00,-19.00,310.00,19.00,M,7.00,M,M,M
5H4,2019-02-24 05:35,-99.9317,47.7912,-14.00,-16.00,300.00,22.00,M,3.00,M,-SN,M
9D7,2019-02-24 05:35,-99.2364,48.4800,-15.00,-16.00,310.00,13.00,M,8.00,M,-SN,M
RUG,2019-02-24 05:35,-100.0243,48.3904,-14.00,-15.00,310.00,20.00,M,4.00,25.00,-SN,M
D55,2019-02-24 05:35,-98.3937,48.7531,-13.00,-13.00,330.00,16.00,M,3.00,M,-SN,M
2C8,2019-02-24 05:35,-97.6320,48.7837,-11.00,-13.00,320.00,14.00,M,3.00,M,-SN,M
HZE,2019-02-24 05:35,-101.5810,47.2899,-16.00,-18.00,310.00,13.00,M,10.00,18.00,M,M
GFK,2019-02-24 05:36,-97.1761,47.9492,-12.22,-15.00,310.00,16.00,M,10.00,M,M,M
MIB,2019-02-24 05:36,-101.3580,48.4158,M,M,310.00,28.00,M,1.12,33.00,BLSN,M
DVL,2019-02-24 05:40,-98.9083,48.1146,M,M,300.00,19.00,M,5.00,M,-SN BR,M
HEI,2019-02-24 05:40,-102.6560,46.0149,M,M,320.00,20.00,M,6.00,M,HZ,M
BIS,2019-02-24 05:40,-100.7458,46.7727,M,M,310.00,28.00,M,2.00,M,UP BR,M
GFK,2019-02-24 05:40,-97.1761,47.9492,M,M,300.00,15.00,M,10.00,M,M,M
ISN,2019-02-24 05:40,-103.6366,48.1738,M,M,310.00,14.00,M,7.00,M,M,M
FAR,2019-02-24 05:40,-96.8111,46.9253,M,M,310.00,13.00,M,6.00,M,HZ,M
JMS,2019-02-24 05:40,-98.6800,46.9300,M,M,310.00,24.00,M,2.50,32.00,BR,M
DIK,2019-02-24 05:40,-102.8019,46.7973,M,M,310.00,17.00,M,10.00,M,M,M
MOT,2019-02-24 05:40,-101.2803,48.2594,M,M,M,28.00,M,1.00,M,UP,M
JMS,2019-02-24 05:44,-98.6800,46.9300,-15.61,-17.22,310.00,23.00,M,2.50,32.00,BLSN BR,35.00
JMS,2019-02-24 05:45,-98.6800,46.9300,M,M,310.00,24.00,M,2.50,32.00,BR,M
MOT,2019-02-24 05:45,-101.2803,48.2594,M,M,M,28.00,M,0.75,M,-SN,M
HEI,2019-02-24 05:45,-102.6560,46.0149,M,M,320.00,20.00,M,5.00,M,HZ,M
BIS,2019-02-24 05:45,-100.7458,46.7727,M,M,310.00,23.00,M,1.75,M,UP,M
DIK,2019-02-24 05:45,-102.8019,46.7973,M,M,310.00,17.00,M,10.00,M,M,M
ISN,2019-02-24 05:45,-103.6366,48.1738,M,M,320.00,18.00,M,6.00,M,HZ,M
DVL,2019-02-24 05:45,-98.9083,48.1146,M,M,300.00,17.00,M,5.00,M,-SN BR,M
FAR,2019-02-24 05:45,-96.8111,46.9253,M,M,300.00,11.00,M,6.00,M,HZ,M
GFK,2019-02-24 05:45,-97.1761,47.9492,M,M,300.00,16.00,M,10.00,M,M,M
MIB,2019-02-24 05:46,-101.3580,48.4158,M,M,320.00,28.00,M,1.00,35.00,BLSN,M
MOT,2019-02-24 05:47,-101.2803,48.2594,-15.61,-18.28,300.00,27.00,M,0.75,37.00,-SN,38.00
HEI,2019-02-24 05:50,-102.6560,46.0149,M,M,310.00,21.00,M,5.00,27.00,HZ,M
GFK,2019-02-24 05:50,-97.1761,47.9492,M,M,310.00,15.00,M,10.00,M,M,M
BIS,2019-02-24 05:50,-100.7458,46.7727,M,M,310.00,24.00,M,2.00,29.00,M,M
FAR,2019-02-24 05:50,-96.8111,46.9253,M,M,300.00,12.00,M,6.00,M,HZ,M
JMS,2019-02-24 05:50,-98.6800,46.9300,M,M,310.00,22.00,M,2.50,28.00,BR,M
BWP,2019-02-24 05:50,-96.6074,46.2441,-11.00,-14.00,320.00,22.00,M,5.00,M,M,M
DVL,2019-02-24 05:50,-98.9083,48.1146,M,M,300.00,17.00,M,6.00,M,-SN BR,M
DIK,2019-02-24 05:50,-102.8019,46.7973,M,M,300.00,18.00,M,10.00,M,M,M
ISN,2019-02-24 05:50,-103.6366,48.1738,M,M,320.00,16.00,M,7.00,M,M,M
MOT,2019-02-24 05:50,-101.2803,48.2594,M,M,300.00,25.00,M,0.75,31.00,UP,M
N60,2019-02-24 05:52,-101.4394,47.6458,-17.78,-20.00,310.00,27.00,1022.50,M,36.00,M,36.00
BIS,2019-02-24 05:52,-100.7458,46.7727,-15.00,-17.78,310.00,25.00,1021.00,2.00,38.00,BLSN,40.00
ISN,2019-02-24 05:52,-103.6366,48.1738,-18.28,-22.22,320.00,16.00,1028.30,8.00,M,M,M
HEI,2019-02-24 05:53,-102.6560,46.0149,-16.72,-20.00,320.00,22.00,1024.80,4.00,29.00,HZ,29.00
GFK,2019-02-24 05:53,-97.1761,47.9492,-12.78,-16.11,310.00,13.00,1012.80,10.00,M,M,M
FAR,2019-02-24 05:53,-96.8111,46.9253,-12.22,-15.00,300.00,12.00,1012.80,6.00,M,HZ,M
MOT,2019-02-24 05:54,-101.2803,48.2594,-15.61,-18.28,290.00,28.00,1020.80,0.75,38.00,UP,38.00
DVL,2019-02-24 05:55,-98.9083,48.1146,M,M,300.00,18.00,M,6.00,M,-SN BR,M
DIK,2019-02-24 05:55,-102.8019,46.7973,M,M,310.00,19.00,M,8.00,M,M,M
GFK,2019-02-24 05:55,-97.1761,47.9492,M,M,310.00,14.00,M,10.00,M,M,M
BIS,2019-02-24 05:55,-100.7458,46.7727,M,M,310.00,25.00,M,2.00,33.00,M,M
FAR,2019-02-24 05:55,-96.8111,46.9253,M,M,300.00,13.00,M,6.00,M,HZ,M
HEI,2019-02-24 05:55,-102.6560,46.0149,M,M,310.00,20.00,M,5.00,M,HZ,M
MOT,2019-02-24 05:55,-101.2803,48.2594,M,M,M,28.00,M,0.75,33.00,UP,M
JMS,2019-02-24 05:55,-98.6800,46.9300,M,M,310.00,24.00,M,2.50,M,BR,M
S32,2019-02-24 05:55,-98.1059,47.4228,-15.00,-17.00,310.00,18.00,M,5.00,24.00,BR,M
BAC,2019-02-24 05:55,-98.0180,46.9412,M,M,M,M,M,M,M,M,M
5H4,2019-02-24 05:55,-99.9317,47.7912,-14.00,-16.00,300.00,24.00,M,2.00,M,-SN,M
D50,2019-02-24 05:55,-103.2973,48.9285,-19.00,-20.00,320.00,26.00,M,0.75,34.00,-SN,M
7L2,2019-02-24 05:55,-100.2456,46.2206,-15.00,-19.00,300.00,21.00,M,5.00,26.00,HZ,M
Y19,2019-02-24 05:55,-100.8944,46.7680,-16.00,-18.00,320.00,25.00,M,1.50,36.00,BR,M
2D5,2019-02-24 05:55,-98.0799,46.1731,-15.00,-17.00,310.00,20.00,M,2.50,30.00,BR,M
08D,2019-02-24 05:55,-102.4064,48.3008,-18.00,-20.00,320.00,23.00,M,1.25,31.00,-SN,M
20U,2019-02-24 05:55,-103.9821,46.9252,-19.00,-22.00,310.00,22.00,M,4.00,27.00,HZ,M
06D,2019-02-24 05:55,-99.6208,48.8844,-14.00,-15.00,330.00,19.00,M,2.00,M,-SN,M
46D,2019-02-24 05:55,-99.1513,47.4511,-15.00,-17.00,310.00,27.00,M,1.50,M,-SN,M
D55,2019-02-24 05:55,-98.3937,48.7531,-13.00,-13.00,320.00,16.00,M,5.00,M,-SN,M
HZE,2019-02-24 05:55,-101.5810,47.2899,-17.00,-19.00,300.00,15.00,M,10.00,M,M,M
2C8,2019-02-24 05:55,-97.6320,48.7837,-11.00,-13.00,320.00,17.00,M,3.00,23.00,BR,M
RUG,2019-02-24 05:55,-100.0243,48.3904,-14.00,-15.00,320.00,23.00,M,2.50,M,-SN,M
96D,2019-02-24 05:55,-97.9028,48.9406,-11.00,-11.00,330.00,17.00,M,6.00,22.00,-SN,M
GAF,2019-02-24 05:55,-97.3709,48.4047,-12.00,-14.00,310.00,14.00,M,7.00,M,M,M
D57,2019-02-24 05:55,-101.8602,46.8128,-17.00,-21.00,310.00,29.00,M,1.25,36.00,HZ,M
S25,2019-02-24 05:55,-103.2552,47.7966,-19.00,-22.00,310.00,19.00,M,8.00,25.00,M,M
GWR,2019-02-24 05:55,-97.6435,46.2187,-14.00,-16.00,320.00,19.00,M,6.00,25.00,BR,M
9D7,2019-02-24 05:55,-99.2364,48.4800,-14.00,-15.00,310.00,13.00,M,10.00,M,M,M
D60,2019-02-24 05:55,-102.8974,48.3803,-19.00,-20.00,320.00,26.00,M,1.25,34.00,-SN,M
DIK,2019-02-24 05:56,-102.8019,46.7973,-17.78,-21.11,310.00,20.00,1024.30,8.00,27.00,M,30.00
JMS,2019-02-24 05:56,-98.6800,46.9300,-15.61,-17.22,310.00,23.00,1015.60,2.50,M,BLSN BR,35.00
RDR,2019-02-24 05:56,-97.4012,47.9611,-12.89,-16.11,320.00,13.00,1013.50,10.00,M,M,M
MIB,2019-02-24 05:56,-101.3580,48.4158,-15.72,-18.11,310.00,28.00,M,1.12,34.00,BLSN,M
DVL,2019-02-24 05:56,-98.9083,48.1146,-15.00,-17.22,300.00,17.00,1017.40,6.00,M,-SN BR,M
DVL,2019-02-24 06:00,-98.9083,48.1146,M,M,300.00,17.00,M,6.00,M,-SN BR,M
HEI,2019-02-24 06:00,-102.6560,46.0149,M,M,310.00,20.00,M,5.00,M,HZ,M
FAR,2019-02-24 06:00,-96.8111,46.9253,M,M,300.00,13.00,M,6.00,M,HZ,M
GFK,2019-02-24 06:00,-97.1761,47.9492,M,M,310.00,14.00,M,10.00,M,M,M
BIS,2019-02-24 06:00,-100.7458,46.7727,M,M,300.00,24.00,M,1.75,34.00,M,M
DIK,2019-02-24 06:00,-102.8019,46.7973,M,M,310.00,21.00,M,6.00,M,HZ,M
ISN,2019-02-24 06:00,-103.6366,48.1738,M,M,310.00,15.00,M,10.00,M,M,M
JMS,2019-02-24 06:00,-98.6800,46.9300,M,M,310.00,23.00,M,2.00,28.00,UP BR,M
MOT,2019-02-24 06:00,-101.2803,48.2594,M,M,290.00,25.00,M,1.00,M,UP,M
MOT,2019-02-24 06:04,-101.2803,48.2594,-15.61,-18.28,290.00,27.00,M,1.00,36.00,UP,33.00
RDR,2019-02-24 06:04,-97.4012,47.9611,-13.00,-16.00,320.00,13.00,1013.50,10.00,M,M,M
DVL,2019-02-24 06:05,-98.9083,48.1146,M,M,300.00,18.00,M,5.00,M,-SN BR,M
DIK,2019-02-24 06:05,-102.8019,46.7973,M,M,310.00,19.00,M,4.00,26.00,HZ,M
FAR,2019-02-24 06:05,-96.8111,46.9253,M,M,300.00,11.00,M,6.00,M,HZ,M
ISN,2019-02-24 06:05,-103.6366,48.1738,M,M,310.00,16.00,M,10.00,M,M,M
GFK,2019-02-24 06:05,-97.1761,47.9492,M,M,310.00,13.00,M,10.00,M,M,M
BIS,2019-02-24 06:05,-100.7458,46.7727,M,M,320.00,25.00,M,1.75,31.00,M,M
JMS,2019-02-24 06:05,-98.6800,46.9300,M,M,310.00,23.00,M,2.00,29.00,-SN BR,M
HEI,2019-02-24 06:05,-102.6560,46.0149,M,M,310.00,20.00,M,4.00,M,HZ,M
MOT,2019-02-24 06:05,-101.2803,48.2594,M,M,M,27.00,M,1.00,M,UP,M
BIS,2019-02-24 06:06,-100.7458,46.7727,-15.00,-17.78,320.00,27.00,M,1.75,37.00,BLSN,37.00
MIB,2019-02-24 06:06,-101.3580,48.4158,M,M,310.00,27.00,M,1.12,35.00,BLSN,M
MOT,2019-02-24 06:10,-101.2803,48.2594,M,M,M,26.00,M,1.25,M,UP,M
FAR,2019-02-24 06:10,-96.8111,46.9253,M,M,310.00,11.00,M,6.00,M,HZ,M
JMS,2019-02-24 06:10,-98.6800,46.9300,M,M,310.00,21.00,M,2.00,M,-SN BR,M
HEI,2019-02-24 06:10,-102.6560,46.0149,M,M,310.00,21.00,M,4.00,M,HZ,M
BIS,2019-02-24 06:10,-100.7458,46.7727,M,M,310.00,26.00,M,2.00,36.00,BR,M
GFK,2019-02-24 06:10,-97.1761,47.9492,M,M,310.00,15.00,M,10.00,M,M,M
DIK,2019-02-24 06:10,-102.8019,46.7973,M,M,320.00,20.00,M,4.00,M,HZ,M
DVL,2019-02-24 06:10,-98.9083,48.1146,M,M,300.00,18.00,M,5.00,M,-SN BR,M
ISN,2019-02-24 06:10,-103.6366,48.1738,M,M,310.00,18.00,M,10.00,M,M,M
BWP,2019-02-24 06:10,-96.6074,46.2441,-11.00,-14.00,310.00,18.00,M,7.00,23.00,M,M
RDR,2019-02-24 06:14,-97.4012,47.9611,-13.00,-16.00,320.00,11.00,1013.50,10.00,M,M,M
MOT,2019-02-24 06:15,-101.2803,48.2594,M,M,290.00,25.00,M,1.50,M,UP,M
JMS,2019-02-24 06:15,-98.6800,46.9300,M,M,310.00,21.00,M,1.75,M,-SN BR,M
FAR,2019-02-24 06:15,-96.8111,46.9253,M,M,310.00,12.00,M,6.00,M,HZ,M
DVL,2019-02-24 06:15,-98.9083,48.1146,M,M,300.00,18.00,M,5.00,M,-SN BR,M
HEI,2019-02-24 06:15,-102.6560,46.0149,M,M,310.00,21.00,M,5.00,M,HZ,M
DIK,2019-02-24 06:15,-102.8019,46.7973,M,M,320.00,18.00,M,5.00,M,HZ,M
BIS,2019-02-24 06:15,-100.7458,46.7727,M,M,310.00,26.00,M,2.00,37.00,UP BR,M
GFK,2019-02-24 06:15,-97.1761,47.9492,M,M,310.00,13.00,M,10.00,M,M,M
Y19,2019-02-24 06:15,-100.8944,46.7680,-16.00,-18.00,310.00,26.00,M,3.00,37.00,BR,M
BAC,2019-02-24 06:15,-98.0180,46.9412,M,M,M,M,M,M,M,M,M
S25,2019-02-24 06:15,-103.2552,47.7966,-19.00,-22.00,290.00,12.00,M,8.00,M,-SN,M
9D7,2019-02-24 06:15,-99.2364,48.4800,-13.00,-14.00,330.00,20.00,M,7.00,M,-SN,M
5H4,2019-02-24 06:15,-99.9317,47.7912,-15.00,-16.00,300.00,24.00,M,1.25,31.00,-SN,M
46D,2019-02-24 06:15,-99.1513,47.4511,-14.00,-16.00,310.00,26.00,M,1.25,M,-SN,M
06D,2019-02-24 06:15,-99.6208,48.8844,-14.00,-15.00,330.00,21.00,M,1.75,M,-SN,M
7L2,2019-02-24 06:15,-100.2456,46.2206,-15.00,-19.00,310.00,27.00,M,3.00,32.00,HZ,M
2D5,2019-02-24 06:15,-98.0799,46.1731,-15.00,-18.00,310.00,18.00,M,3.00,26.00,BR,M
08D,2019-02-24 06:15,-102.4064,48.3008,-18.00,-20.00,330.00,23.00,M,1.00,33.00,-SN,M
20U,2019-02-24 06:15,-103.9821,46.9252,-20.00,-22.00,310.00,21.00,M,5.00,M,HZ,M
GWR,2019-02-24 06:15,-97.6435,46.2187,-14.00,-16.00,330.00,21.00,M,4.00,M,BR,M
D60,2019-02-24 06:15,-102.8974,48.3803,-19.00,-20.00,320.00,26.00,M,1.00,33.00,-SN,M
D50,2019-02-24 06:15,-103.2973,48.9285,-18.00,-20.00,320.00,23.00,M,1.25,31.00,-SN,M
D55,2019-02-24 06:15,-98.3937,48.7531,-13.00,-13.00,330.00,18.00,M,5.00,M,-SN,M
RUG,2019-02-24 06:15,-100.0243,48.3904,-13.00,-15.00,310.00,20.00,M,3.00,26.00,BR,M
2C8,2019-02-24 06:15,-97.6320,48.7837,-11.00,-13.00,330.00,19.00,M,3.00,26.00,BR,M
HZE,2019-02-24 06:15,-101.5810,47.2899,-17.00,-19.00,300.00,16.00,M,10.00,21.00,M,M
96D,2019-02-24 06:15,-97.9028,48.9406,-11.00,-11.00,330.00,21.00,M,3.00,M,-SN,M
S32,2019-02-24 06:15,-98.1059,47.4228,-15.00,-17.00,320.00,15.00,M,10.00,20.00,M,M
GAF,2019-02-24 06:15,-97.3709,48.4047,-12.00,-13.00,330.00,12.00,M,6.00,M,BR,M
D57,2019-02-24 06:15,-101.8602,46.8128,-17.00,-21.00,310.00,24.00,M,1.75,35.00,HZ,M
MIB,2019-02-24 06:16,-101.3580,48.4158,M,M,310.00,26.00,M,1.00,35.00,BLSN,M
ISN,2019-02-24 06:20,-103.6366,48.1738,M,M,310.00,17.00,M,9.00,M,M,M
JMS,2019-02-24 06:20,-98.6800,46.9300,M,M,310.00,22.00,M,1.75,M,-SN BR,M
BIS,2019-02-24 06:20,-100.7458,46.7727,M,M,310.00,23.00,M,2.00,M,UP BR,M
MOT,2019-02-24 06:20,-101.2803,48.2594,M,M,M,26.00,M,1.25,M,UP,M
DVL,2019-02-24 06:20,-98.9083,48.1146,M,M,300.00,17.00,M,4.00,M,-SN BR,M
DIK,2019-02-24 06:20,-102.8019,46.7973,M,M,320.00,16.00,M,8.00,M,M,M
HEI,2019-02-24 06:20,-102.6560,46.0149,M,M,310.00,23.00,M,6.00,M,HZ,M
FAR,2019-02-24 06:20,-96.8111,46.9253,M,M,320.00,15.00,M,6.00,M,BR,M
GFK,2019-02-24 06:20,-97.1761,47.9492,M,M,310.00,12.00,M,10.00,M,M,M
JMS,2019-02-24 06:21,-98.6800,46.9300,-15.61,-17.22,310.00,22.00,M,1.75,M,-SN BR,33.00
BIS,2019-02-24 06:23,-100.7458,46.7727,-15.61,-18.28,310.00,24.00,M,2.00,38.00,UP,38.00
ISN,2019-02-24 06:25,-103.6366,48.1738,M,M,320.00,17.00,M,9.00,M,M,M
JMS,2019-02-24 06:25,-98.6800,46.9300,M,M,310.00,21.00,M,1.75,M,-SN BR,M
HEI,2019-02-24 06:25,-102.6560,46.0149,M,M,310.00,25.00,M,5.00,M,HZ,M
FAR,2019-02-24 06:25,-96.8111,46.9253,M,M,310.00,14.00,M,6.00,M,BR,M
DIK,2019-02-24 06:25,-102.8019,46.7973,M,M,310.00,17.00,M,10.00,M,M,M
DVL,2019-02-24 06:25,-98.9083,48.1146,M,M,300.00,20.00,M,4.00,M,-SN BR,M
MOT,2019-02-24 06:25,-101.2803,48.2594,M,M,M,26.00,M,1.25,M,UP,M
BIS,2019-02-24 06:25,-100.7458,46.7727,M,M,310.00,26.00,M,2.00,33.00,UP,M
GFK,2019-02-24 06:25,-97.1761,47.9492,M,M,310.00,12.00,M,10.00,M,M,M
MIB,2019-02-24 06:26,-101.3580,48.4158,M,M,310.00,26.00,M,1.25,32.00,BLSN,M
JMS,2019-02-24 06:30,-98.6800,46.9300,-15.00,-16.72,310.00,22.00,M,1.75,30.00,-SN BR,33.00
BIS,2019-02-24 06:30,-100.7458,46.7727,M,M,310.00,26.00,M,2.00,36.00,UP,M
HEI,2019-02-24 06:30,-102.6560,46.0149,M,M,310.00,24.00,M,4.00,M,HZ,M
MOT,2019-02-24 06:30,-101.2803,48.2594,M,M,M,26.00,M,1.25,35.00,UP,M
DIK,2019-02-24 06:30,-102.8019,46.7973,M,M,310.00,14.00,M,10.00,M,M,M
DVL,2019-02-24 06:30,-98.9083,48.1146,M,M,310.00,18.00,M,4.00,M,-SN BR,M
ISN,2019-02-24 06:30,-103.6366,48.1738,M,M,320.00,18.00,M,7.00,M,M,M
GFK,2019-02-24 06:30,-97.1761,47.9492,M,M,300.00,13.00,M,10.00,M,M,M
BWP,2019-02-24 06:30,-96.6074,46.2441,-12.00,-15.00,320.00,20.00,M,4.00,26.00,M,M
FAR,2019-02-24 06:30,-96.8111,46.9253,M,M,310.00,14.00,M,6.00,M,BR,M
HEI,2019-02-24 06:31,-102.6560,46.0149,-17.22,-20.00,310.00,24.00,M,4.00,32.00,HZ,32.00
MIB,2019-02-24 06:31,-101.3580,48.4158,M,M,310.00,28.00,M,1.38,31.00,BLSN,M
MOT,2019-02-24 06:35,-101.2803,48.2594,M,M,M,27.00,M,1.25,32.00,-SN,M
ISN,2019-02-24 06:35,-103.6366,48.1738,M,M,320.00,19.00,M,7.00,M,M,M
DVL,2019-02-24 06:35,-98.9083,48.1146,M,M,310.00,19.00,M,4.00,M,-SN BR,M
GFK,2019-02-24 06:35,-97.1761,47.9492,M,M,300.00,12.00,M,10.00,M,-SN,M
FAR,2019-02-24 06:35,-96.8111,46.9253,M,M,310.00,13.00,M,6.00,19.00,BR,M
