station,valid,lon,lat,tmpc,dwpc,drct,sknt,mslp,vsby,gust,wxcodes,peak_wind_gust
ISN,2019-02-24 12:10,-103.6366,48.1738,-21.72,-25.61,290.00,9.00,M,10.00,M,M,M
MIB,2019-02-24 12:10,-101.3580,48.4158,M,M,310.00,25.00,M,1.62,32.00,BLSN,M
BIS,2019-02-24 12:10,-100.7458,46.7727,M,M,300.00,11.00,M,10.00,17.00,M,M
RDR,2019-02-24 12:11,-97.4012,47.9611,-15.00,-18.00,340.00,21.00,1019.00,2.25,33.00,BLSN,M
DVL,2019-02-24 12:13,-98.9083,48.1146,-16.00,-18.00,340.00,25.00,M,1.00,32.00,-SN BR,32.00
HEI,2019-02-24 12:14,-102.6560,46.0149,-22.78,-25.61,300.00,21.00,M,5.00,M,HZ,28.00
MOT,2019-02-24 12:15,-101.2803,48.2594,M,M,290.00,25.00,M,2.50,30.00,UP,M
DVL,2019-02-24 12:15,-98.9083,48.1146,M,M,330.00,25.00,M,1.00,M,-SN BR,M
JMS,2019-02-24 12:15,-98.6800,46.9300,M,M,310.00,23.00,M,2.50,30.00,BR,M
ISN,2019-02-24 12:15,-103.6366,48.1738,M,M,290.00,10.00,M,10.00,M,M,M
HEI,2019-02-24 12:15,-102.6560,46.0149,M,M,300.00,22.00,M,5.00,M,HZ,M
GFK,2019-02-24 12:15,-97.1761,47.9492,M,M,330.00,29.00,M,2.00,M,-SN,M
FAR,2019-02-24 12:15,-96.8111,46.9253,M,M,320.00,24.00,M,1.25,M,-SN,M
BIS,2019-02-24 12:15,-100.7458,46.7727,M,M,310.00,12.00,M,10.00,17.00,M,M
DIK,2019-02-24 12:15,-102.8019,46.7973,M,M,300.00,20.00,M,5.00,M,HZ,M
5H4,2019-02-24 12:15,-99.9317,47.7912,-18.00,-19.00,310.00,19.00,M,3.00,26.00,-SN,M
7L2,2019-02-24 12:15,-100.2456,46.2206,-19.00,-23.00,310.00,24.00,M,3.00,M,HZ,M
GWR,2019-02-24 12:15,-97.6435,46.2187,-13.00,-15.00,310.00,23.00,M,1.50,31.00,BR,M
20U,2019-02-24 12:15,-103.9821,46.9252,-22.00,-25.00,310.00,20.00,M,4.00,M,-SN,M
08D,2019-02-24 12:15,-102.4064,48.3008,-21.00,-23.00,310.00,19.00,M,3.00,26.00,HZ,M
2D5,2019-02-24 12:15,-98.0799,46.1731,-15.00,-17.00,310.00,25.00,M,0.50,31.00,BR,M
S25,2019-02-24 12:15,-103.2552,47.7966,-20.00,-24.00,290.00,11.00,M,5.00,17.00,-SN,M
9D7,2019-02-24 12:15,-99.2364,48.4800,-17.00,-19.00,330.00,23.00,M,3.00,29.00,HZ,M
D60,2019-02-24 12:15,-102.8974,48.3803,-22.00,-24.00,310.00,16.00,M,5.00,22.00,BR,M
06D,2019-02-24 12:15,-99.6208,48.8844,-18.00,-21.00,340.00,22.00,M,3.00,M,HZ,M
BAC,2019-02-24 12:15,-98.0180,46.9412,M,M,M,M,M,M,M,M,M
HZE,2019-02-24 12:15,-101.5810,47.2899,-20.00,-22.00,310.00,12.00,M,10.00,M,M,M
D55,2019-02-24 12:15,-98.3937,48.7531,-17.00,-17.00,340.00,28.00,M,0.50,36.00,-SN,M
2C8,2019-02-24 12:15,-97.6320,48.7837,-17.00,-19.00,320.00,24.00,M,0.50,31.00,-SN,M
RUG,2019-02-24 12:15,-100.0243,48.3904,-17.00,-19.00,320.00,22.00,M,2.50,27.00,BR,M
96D,2019-02-24 12:15,-97.9028,48.9406,-17.00,-17.00,320.00,23.00,M,1.50,32.00,-SN,M
S32,2019-02-24 12:15,-98.1059,47.4228,-14.00,-16.00,320.00,24.00,M,3.00,32.00,BR,M
GAF,2019-02-24 12:15,-97.3709,48.4047,-16.00,-18.00,320.00,24.00,M,1.00,32.00,BR,M
D57,2019-02-24 12:15,-101.8602,46.8128,-22.00,-26.00,290.00,14.00,M,10.00,M,M,M
46D,2019-02-24 12:15,-99.1513,47.4511,-15.00,-17.00,320.00,27.00,M,0.50,33.00,BR,M
Y19,2019-02-24 12:15,-100.8944,46.7680,-20.00,-22.00,310.00,18.00,M,7.00,27.00,M,M
D50,2019-02-24 12:15,-103.2973,48.9285,-23.00,-25.00,310.00,17.00,M,4.00,M,HZ,M
RDR,2019-02-24 12:16,-97.4012,47.9611,-15.00,-18.00,340.00,19.00,1019.40,4.00,M,BLSN,M
FAR,2019-02-24 12:17,-96.8111,46.9253,-12.22,-14.39,320.00,21.00,M,1.25,33.00,-SN BR,34.00
MOT,2019-02-24 12:19,-101.2803,48.2594,-17.78,-21.72,290.00,23.00,M,2.50,M,UP,32.00
ISN,2019-02-24 12:20,-103.6366,48.1738,M,M,290.00,11.00,M,10.00,M,M,M
DVL,2019-02-24 12:20,-98.9083,48.1146,M,M,330.00,21.00,M,1.25,M,-SN BR,M
BIS,2019-02-24 12:20,-100.7458,46.7727,M,M,300.00,11.00,M,10.00,19.00,M,M
DIK,2019-02-24 12:20,-102.8019,46.7973,M,M,300.00,19.00,M,4.00,M,HZ,M
HEI,2019-02-24 12:20,-102.6560,46.0149,M,M,300.00,19.00,M,5.00,M,HZ,M
FAR,2019-02-24 12:20,-96.8111,46.9253,M,M,320.00,23.00,M,1.25,M,-SN,M
MIB,2019-02-24 12:20,-101.3580,48.4158,M,M,310.00,26.00,M,1.25,31.00,BLSN,M
GFK,2019-02-24 12:20,-97.1761,47.9492,M,M,330.00,26.00,M,3.00,M,-SN,M
JMS,2019-02-24 12:23,-98.6800,46.9300,-16.11,-18.28,320.00,25.00,M,3.00,33.00,BLSN BR,34.00
GFK,2019-02-24 12:23,-97.1761,47.9492,-15.61,-18.28,330.00,25.00,M,3.00,39.00,UP,41.00
MOT,2019-02-24 12:25,-101.2803,48.2594,M,M,290.00,23.00,M,2.50,M,UP,M
DIK,2019-02-24 12:25,-102.8019,46.7973,M,M,300.00,19.00,M,4.00,M,HZ,M
DVL,2019-02-24 12:25,-98.9083,48.1146,M,M,330.00,23.00,M,1.75,M,-SN BR,M
JMS,2019-02-24 12:25,-98.6800,46.9300,M,M,320.00,25.00,M,3.00,M,BR,M
GFK,2019-02-24 12:25,-97.1761,47.9492,M,M,330.00,23.00,M,3.00,M,UP,M
FAR,2019-02-24 12:25,-96.8111,46.9253,M,M,320.00,25.00,M,1.00,M,-SN BR,M
BIS,2019-02-24 12:25,-100.7458,46.7727,M,M,300.00,13.00,M,10.00,M,M,M
HEI,2019-02-24 12:25,-102.6560,46.0149,M,M,300.00,22.00,M,5.00,30.00,HZ,M
ISN,2019-02-24 12:25,-103.6366,48.1738,M,M,290.00,11.00,M,10.00,M,M,M
DVL,2019-02-24 12:30,-98.9083,48.1146,M,M,330.00,25.00,M,1.75,M,-SN,M
MOT,2019-02-24 12:30,-101.2803,48.2594,M,M,290.00,22.00,M,2.00,M,UP,M
FAR,2019-02-24 12:30,-96.8111,46.9253,M,M,320.00,22.00,M,1.25,M,-SN BR,M
BIS,2019-02-24 12:30,-100.7458,46.7727,M,M,300.00,11.00,M,10.00,M,M,M
HEI,2019-02-24 12:30,-102.6560,46.0149,M,M,300.00,21.00,M,4.00,M,HZ,M
DIK,2019-02-24 12:30,-102.8019,46.7973,M,M,300.00,22.00,M,4.00,M,HZ,M
JMS,2019-02-24 12:30,-98.6800,46.9300,M,M,310.00,24.00,M,2.50,29.00,BR,M
BWP,2019-02-24 12:30,-96.6074,46.2441,-11.00,-14.00,330.00,22.00,M,1.50,31.00,M,M
GFK,2019-02-24 12:30,-97.1761,47.9492,M,M,330.00,22.00,M,2.50,M,-SN,M
JMS,2019-02-24 12:31,-98.6800,46.9300,-16.11,-18.28,310.00,24.00,M,2.50,35.00,BLSN BR,35.00
RDR,2019-02-24 12:31,-97.4012,47.9611,-15.00,-18.00,340.00,22.00,1019.40,2.75,31.00,BLSN,M
GFK,2019-02-24 12:35,-97.1761,47.9492,-15.61,-18.28,330.00,26.00,M,2.50,34.00,-SN,41.00
DIK,2019-02-24 12:35,-102.8019,46.7973,M,M,300.00,21.00,M,3.00,M,HZ,M
ISN,2019-02-24 12:35,-103.6366,48.1738,M,M,280.00,10.00,M,10.00,M,M,M
MOT,2019-02-24 12:35,-101.2803,48.2594,M,M,290.00,25.00,M,2.00,M,UP,M
HEI,2019-02-24 12:35,-102.6560,46.0149,M,M,300.00,24.00,M,4.00,M,HZ,M
JMS,2019-02-24 12:35,-98.6800,46.9300,M,M,310.00,26.00,M,2.50,32.00,BR,M
DVL,2019-02-24 12:35,-98.9083,48.1146,M,M,330.00,26.00,M,1.25,M,-SN BR,M
BIS,2019-02-24 12:35,-100.7458,46.7727,M,M,310.00,13.00,M,10.00,M,M,M
FAR,2019-02-24 12:35,-96.8111,46.9253,M,M,320.00,21.00,M,1.75,M,UP BR,M
D50,2019-02-24 12:35,-103.2973,48.9285,-23.00,-26.00,310.00,14.00,M,5.00,M,HZ,M
D60,2019-02-24 12:35,-102.8974,48.3803,-22.00,-24.00,310.00,20.00,M,2.00,26.00,-SN,M
S25,2019-02-24 12:35,-103.2552,47.7966,-21.00,-24.00,300.00,14.00,M,9.00,M,M,M
BAC,2019-02-24 12:35,-98.0180,46.9412,M,M,M,M,M,M,M,M,M
5H4,2019-02-24 12:35,-99.9317,47.7912,-18.00,-20.00,300.00,19.00,M,3.00,25.00,-SN,M
2D5,2019-02-24 12:35,-98.0799,46.1731,-16.00,-17.00,310.00,27.00,M,0.50,35.00,BR,M
7L2,2019-02-24 12:35,-100.2456,46.2206,-19.00,-24.00,310.00,23.00,M,3.00,M,HZ,M
20U,2019-02-24 12:35,-103.9821,46.9252,-22.00,-25.00,310.00,17.00,M,8.00,M,M,M
Y19,2019-02-24 12:35,-100.8944,46.7680,-20.00,-23.00,310.00,20.00,M,6.00,28.00,HZ,M
HZE,2019-02-24 12:35,-101.5810,47.2899,-19.00,-22.00,310.00,15.00,M,9.00,21.00,M,M
2C8,2019-02-24 12:35,-97.6320,48.7837,-17.00,-19.00,330.00,19.00,M,0.50,29.00,-SN,M
D55,2019-02-24 12:35,-98.3937,48.7531,-18.00,-17.00,330.00,23.00,M,2.00,M,BR,M
RUG,2019-02-24 12:35,-100.0243,48.3904,-18.00,-20.00,320.00,23.00,M,2.00,30.00,BR,M
96D,2019-02-24 12:35,-97.9028,48.9406,-17.00,-18.00,320.00,24.00,M,1.50,31.00,-SN,M
S32,2019-02-24 12:35,-98.1059,47.4228,-14.00,-16.00,320.00,25.00,M,1.50,32.00,-SN,M
D57,2019-02-24 12:35,-101.8602,46.8128,-22.00,-26.00,290.00,11.00,M,10.00,19.00,M,M
GAF,2019-02-24 12:35,-97.3709,48.4047,-16.00,-18.00,320.00,23.00,M,0.75,34.00,BR,M
06D,2019-02-24 12:35,-99.6208,48.8844,-18.00,-21.00,330.00,21.00,M,4.00,M,HZ,M
GWR,2019-02-24 12:35,-97.6435,46.2187,-13.00,-15.00,320.00,24.00,M,1.25,29.00,BR,M
08D,2019-02-24 12:35,-102.4064,48.3008,-21.00,-24.00,310.00,15.00,M,6.00,21.00,HZ,M
46D,2019-02-24 12:35,-99.1513,47.4511,-16.00,-18.00,310.00,26.00,M,0.75,33.00,-SN,M
9D7,2019-02-24 12:35,-99.2364,48.4800,-17.00,-19.00,330.00,22.00,M,5.00,M,HZ,M
RDR,2019-02-24 12:36,-97.4012,47.9611,-15.00,-18.00,330.00,23.00,1019.40,2.75,31.00,BLSN,M
HEI,2019-02-24 12:40,-102.6560,46.0149,-21.72,-25.00,300.00,25.00,M,3.00,M,HZ,31.00
JMS,2019-02-24 12:40,-98.6800,46.9300,M,M,310.00,22.00,M,2.50,M,BR,M
BIS,2019-02-24 12:40,-100.7458,46.7727,M,M,300.00,13.00,M,10.00,19.00,M,M
ISN,2019-02-24 12:40,-103.6366,48.1738,M,M,280.00,9.00,M,10.00,M,M,M
FAR,2019-02-24 12:40,-96.8111,46.9253,M,M,310.00,24.00,M,1.75,M,BR,M
DIK,2019-02-24 12:40,-102.8019,46.7973,M,M,300.00,20.00,M,3.00,M,HZ,M
DVL,2019-02-24 12:40,-98.9083,48.1146,M,M,320.00,24.00,M,1.25,M,-SN BR,M
GFK,2019-02-24 12:40,-97.1761,47.9492,M,M,320.00,23.00,M,2.50,M,M,M
MOT,2019-02-24 12:40,-101.2803,48.2594,M,M,290.00,24.00,M,2.00,M,UP,M
MIB,2019-02-24 12:40,-101.3580,48.4158,M,M,310.00,22.00,M,1.50,32.00,-DZ,M
RDR,2019-02-24 12:41,-97.4012,47.9611,-15.00,-19.00,340.00,21.00,1019.70,2.75,28.00,BLSN,M
DVL,2019-02-24 12:45,-98.9083,48.1146,M,M,320.00,24.00,M,1.50,M,-SN BR,M
ISN,2019-02-24 12:45,-103.6366,48.1738,M,M,280.00,8.00,M,10.00,M,M,M
MOT,2019-02-24 12:45,-101.2803,48.2594,M,M,290.00,24.00,M,2.00,29.00,UP,M
FAR,2019-02-24 12:45,-96.8111,46.9253,M,M,320.00,23.00,M,1.00,M,UP BR,M
BIS,2019-02-24 12:45,-100.7458,46.7727,M,M,310.00,14.00,M,10.00,M,M,M
DIK,2019-02-24 12:45,-102.8019,46.7973,M,M,300.00,19.00,M,3.00,M,HZ,M
GFK,2019-02-24 12:45,-97.1761,47.9492,M,M,330.00,24.00,M,2.50,M,M,M
HEI,2019-02-24 12:45,-102.6560,46.0149,M,M,300.00,22.00,M,3.00,27.00,HZ,M
JMS,2019-02-24 12:45,-98.6800,46.9300,M,M,310.00,23.00,M,2.50,M,BR,M
RDR,2019-02-24 12:46,-97.4012,47.9611,-15.00,-19.00,340.00,22.00,1019.70,4.00,28.00,BLSN,M
DIK,2019-02-24 12:50,-102.8019,46.7973,M,M,300.00,21.00,M,3.50,M,HZ,M
DVL,2019-02-24 12:50,-98.9083,48.1146,M,M,320.00,25.00,M,1.75,M,-SN BR,M
BIS,2019-02-24 12:50,-100.7458,46.7727,M,M,320.00,13.00,M,10.00,M,M,M
FAR,2019-02-24 12:50,-96.8111,46.9253,M,M,310.00,22.00,M,1.00,M,UP,M
BWP,2019-02-24 12:50,-96.6074,46.2441,-12.00,-14.00,320.00,25.00,M,1.50,31.00,M,M
MOT,2019-02-24 12:50,-101.2803,48.2594,M,M,290.00,23.00,M,2.00,29.00,UP,M
JMS,2019-02-24 12:50,-98.6800,46.9300,M,M,320.00,21.00,M,2.50,26.00,BR,M
HEI,2019-02-24 12:50,-102.6560,46.0149,M,M,300.00,22.00,M,3.00,27.00,HZ,M
ISN,2019-02-24 12:50,-103.6366,48.1738,M,M,270.00,7.00,M,10.00,M,M,M
GFK,2019-02-24 12:50,-97.1761,47.9492,M,M,330.00,23.00,M,4.00,M,-SN,M
RDR,2019-02-24 12:51,-97.4012,47.9611,-15.00,-19.00,340.00,22.00,1019.80,2.00,27.00,BLSN,M
BIS,2019-02-24 12:52,-100.7458,46.7727,-18.89,-22.22,320.00,13.00,1028.80,10.00,24.00,M,27.00
N60,2019-02-24 12:52,-101.4394,47.6458,-20.00,-22.78,M,M,1028.60,M,M,M,M
ISN,2019-02-24 12:52,-103.6366,48.1738,-22.78,-26.72,270.00,7.00,1034.20,10.00,M,M,M
GFK,2019-02-24 12:53,-97.1761,47.9492,-15.61,-18.89,320.00,26.00,1019.20,4.00,36.00,-SN,41.00
HEI,2019-02-24 12:53,-102.6560,46.0149,-21.72,-25.00,300.00,21.00,1030.60,3.00,29.00,HZ,31.00
FAR,2019-02-24 12:53,-96.8111,46.9253,-13.28,-15.61,320.00,23.00,1017.90,1.25,34.00,BLSN BR,35.00
MOT,2019-02-24 12:54,-101.2803,48.2594,-18.89,-22.22,290.00,22.00,1028.10,2.50,30.00,UP,33.00
DIK,2019-02-24 12:55,-102.8019,46.7973,M,M,300.00,20.00,M,4.00,M,HZ,M
ISN,2019-02-24 12:55,-103.6366,48.1738,M,M,280.00,8.00,M,10.00,M,M,M
DVL,2019-02-24 12:55,-98.9083,48.1146,M,M,320.00,23.00,M,1.75,M,-SN BR,M
GFK,2019-02-24 12:55,-97.1761,47.9492,M,M,330.00,29.00,M,3.00,M,-SN,M
BIS,2019-02-24 12:55,-100.7458,46.7727,M,M,320.00,16.00,M,10.00,27.00,M,M
HEI,2019-02-24 12:55,-102.6560,46.0149,M,M,290.00,21.00,M,3.50,M,HZ,M
FAR,2019-02-24 12:55,-96.8111,46.9253,M,M,320.00,25.00,M,1.50,M,BR,M
MOT,2019-02-24 12:55,-101.2803,48.2594,M,M,290.00,21.00,M,2.50,M,UP,M
JMS,2019-02-24 12:55,-98.6800,46.9300,M,M,320.00,22.00,M,3.50,M,BR,M
96D,2019-02-24 12:55,-97.9028,48.9406,-17.00,-18.00,330.00,25.00,M,1.75,33.00,BR,M
D55,2019-02-24 12:55,-98.3937,48.7531,-18.00,-18.00,340.00,26.00,M,1.25,M,BR,M
RUG,2019-02-24 12:55,-100.0243,48.3904,-18.00,-20.00,310.00,21.00,M,2.50,28.00,BR,M
S32,2019-02-24 12:55,-98.1059,47.4228,-15.00,-17.00,320.00,28.00,M,1.50,35.00,BR,M
D57,2019-02-24 12:55,-101.8602,46.8128,-22.00,-26.00,300.00,15.00,M,10.00,M,M,M
GAF,2019-02-24 12:55,-97.3709,48.4047,-16.00,-18.00,320.00,25.00,M,1.00,32.00,HZ,M
46D,2019-02-24 12:55,-99.1513,47.4511,-16.00,-18.00,310.00,28.00,M,0.50,M,-SN,M
20U,2019-02-24 12:55,-103.9821,46.9252,-23.00,-26.00,310.00,16.00,M,8.00,M,M,M
2D5,2019-02-24 12:55,-98.0799,46.1731,-16.00,-17.00,310.00,25.00,M,0.50,32.00,BR,M
06D,2019-02-24 12:55,-99.6208,48.8844,-19.00,-21.00,330.00,26.00,M,1.25,31.00,-SN,M
D60,2019-02-24 12:55,-102.8974,48.3803,-23.00,-25.00,320.00,18.00,M,4.00,M,BR,M
D50,2019-02-24 12:55,-103.2973,48.9285,-24.00,-26.00,310.00,13.00,M,7.00,M,M,M
BAC,2019-02-24 12:55,-98.0180,46.9412,M,M,M,M,M,M,M,M,M
5H4,2019-02-24 12:55,-99.9317,47.7912,-19.00,-21.00,300.00,21.00,M,2.50,27.00,-SN,M
7L2,2019-02-24 12:55,-100.2456,46.2206,-19.00,-24.00,310.00,22.00,M,3.00,29.00,HZ,M
9D7,2019-02-24 12:55,-99.2364,48.4800,-17.00,-20.00,330.00,22.00,M,4.00,27.00,HZ,M
GWR,2019-02-24 12:55,-97.6435,46.2187,-14.00,-16.00,310.00,27.00,M,1.00,33.00,BR,M
08D,2019-02-24 12:55,-102.4064,48.3008,-22.00,-25.00,320.00,15.00,M,9.00,22.00,M,M
Y19,2019-02-24 12:55,-100.8944,46.7680,-20.00,-23.00,310.00,19.00,M,7.00,27.00,M,M
S25,2019-02-24 12:55,-103.2552,47.7966,-21.00,-24.00,290.00,12.00,M,10.00,M,M,M
2C8,2019-02-24 12:55,-97.6320,48.7837,-17.00,-20.00,330.00,28.00,M,0.50,38.00,-SN,M
HZE,2019-02-24 12:55,-101.5810,47.2899,-19.00,-22.00,300.00,14.00,M,10.00,M,M,M
DVL,2019-02-24 12:56,-98.9083,48.1146,-16.72,-18.89,320.00,24.00,1024.40,1.75,30.00,-SN BR,32.00
JMS,2019-02-24 12:56,-98.6800,46.9300,-16.72,-18.28,320.00,21.00,1021.80,4.00,30.00,BLSN BR,35.00
DIK,2019-02-24 12:56,-102.8019,46.7973,-21.11,-24.39,300.00,20.00,1029.70,4.00,29.00,HZ,29.00
RDR,2019-02-24 12:56,-97.4012,47.9611,-15.50,-19.00,340.00,21.00,1020.10,2.00,M,BLSN,33.00
MIB,2019-02-24 12:56,-101.3580,48.4158,-19.72,-22.78,310.00,24.00,M,2.25,M,BLSN,M
RDR,2019-02-24 12:59,-97.4012,47.9611,M,M,M,M,1020.10,M,M,M,M
JMS,2019-02-24 13:00,-98.6800,46.9300,M,M,310.00,23.00,M,3.50,29.00,BR,M
GFK,2019-02-24 13:00,-97.1761,47.9492,M,M,340.00,25.00,M,3.00,30.00,UP,M
HEI,2019-02-24 13:00,-102.6560,46.0149,M,M,290.00,19.00,M,3.00,M,HZ,M
FAR,2019-02-24 13:00,-96.8111,46.9253,M,M,320.00,25.00,M,1.00,32.00,BR,M
MOT,2019-02-24 13:00,-101.2803,48.2594,M,M,290.00,22.00,M,3.00,M,HZ,M
BIS,2019-02-24 13:00,-100.7458,46.7727,M,M,320.00,16.00,M,10.00,M,M,M
ISN,2019-02-24 13:00,-103.6366,48.1738,M,M,290.00,7.00,M,10.00,M,M,M
DIK,2019-02-24 13:00,-102.8019,46.7973,M,M,290.00,21.00,M,4.00,M,HZ,M
DVL,2019-02-24 13:00,-98.9083,48.1146,M,M,320.00,25.00,M,1.75,M,-SN,M
MOT,2019-02-24 13:05,-101.2803,48.2594,-18.89,-22.22,290.00,22.00,M,3.00,31.00,HZ,31.00
DVL,2019-02-24 13:05,-98.9083,48.1146,M,M,330.00,21.00,M,1.75,M,-SN,M
HEI,2019-02-24 13:05,-102.6560,46.0149,M,M,300.00,21.00,M,3.50,M,HZ,M
FAR,2019-02-24 13:05,-96.8111,46.9253,M,M,320.00,25.00,M,1.00,35.00,UP BR,M
BIS,2019-02-24 13:05,-100.7458,46.7727,M,M,310.00,13.00,M,10.00,20.00,M,M
DIK,2019-02-24 13:05,-102.8019,46.7973,M,M,300.00,20.00,M,5.00,M,HZ,M
GFK,2019-02-24 13:05,-97.1761,47.9492,M,M,330.00,24.00,M,3.00,29.00,M,M
ISN,2019-02-24 13:05,-103.6366,48.1738,M,M,290.00,9.00,M,10.00,M,M,M
MIB,2019-02-24 13:06,-101.3580,48.4158,M,M,310.00,21.00,M,2.75,M,-DZ,M
MIB,2019-02-24 13:07,-101.3580,48.4158,M,M,310.00,21.00,M,2.75,M,HZ,M
BIS,2019-02-24 13:10,-100.7458,46.7727,M,M,310.00,11.00,M,10.00,16.00,M,M
DVL,2019-02-24 13:10,-98.9083,48.1146,M,M,330.00,23.00,M,1.75,M,-SN BR,M
GFK,2019-02-24 13:10,-97.1761,47.9492,M,M,330.00,23.00,M,3.00,M,M,M
HEI,2019-02-24 13:10,-102.6560,46.0149,M,M,290.00,20.00,M,4.00,M,HZ,M
BWP,2019-02-24 13:10,-96.6074,46.2441,-12.00,-15.00,320.00,20.00,M,1.75,32.00,M,M
JMS,2019-02-24 13:10,-98.6800,46.9300,M,M,310.00,23.00,M,2.50,28.00,BR,M
ISN,2019-02-24 13:10,-103.6366,48.1738,M,M,290.00,9.00,M,10.00,M,M,M
DIK,2019-02-24 13:10,-102.8019,46.7973,M,M,300.00,20.00,M,5.00,M,HZ,M
FAR,2019-02-24 13:10,-96.8111,46.9253,M,M,320.00,25.00,M,1.00,M,UP BR,M
JMS,2019-02-24 13:12,-98.6800,46.9300,-16.72,-18.28,320.00,26.00,M,2.50,32.00,BLSN BR,32.00
ISN,2019-02-24 13:15,-103.6366,48.1738,M,M,290.00,11.00,M,10.00,M,M,M
JMS,2019-02-24 13:15,-98.6800,46.9300,M,M,310.00,22.00,M,2.00,27.00,BR,M
HEI,2019-02-24 13:15,-102.6560,46.0149,M,M,300.00,19.00,M,4.00,M,HZ,M
GFK,2019-02-24 13:15,-97.1761,47.9492,M,M,330.00,27.00,M,3.00,M,M,M
FAR,2019-02-24 13:15,-96.8111,46.9253,M,M,320.00,23.00,M,1.25,M,UP BR,M
DIK,2019-02-24 13:15,-102.8019,46.7973,M,M,300.00,22.00,M,4.00,M,HZ,M
DVL,2019-02-24 13:15,-98.9083,48.1146,M,M,330.00,24.00,M,1.50,M,-SN BR,M
D60,2019-02-24 13:15,-102.8974,48.3803,-23.00,-26.00,310.00,16.00,M,5.00,M,BR,M
7L2,2019-02-24 13:15,-100.2456,46.2206,-20.00,-24.00,300.00,21.00,M,4.00,26.00,HZ,M
Y19,2019-02-24 13:15,-100.8944,46.7680,-20.00,-23.00,310.00,19.00,M,5.00,27.00,HZ,M
BAC,2019-02-24 13:15,-98.0180,46.9412,M,M,M,M,M,M,M,M,M
9D7,2019-02-24 13:15,-99.2364,48.4800,-17.00,-20.00,330.00,19.00,M,8.00,M,M,M
S25,2019-02-24 13:15,-103.2552,47.7966,-21.00,-25.00,300.00,12.00,M,10.00,17.00,M,M
06D,2019-02-24 13:15,-99.6208,48.8844,-19.00,-22.00,330.00,23.00,M,1.00,30.00,-SN,M
5H4,2019-02-24 13:15,-99.9317,47.7912,-19.00,-21.00,300.00,22.00,M,2.50,M,-SN,M
08D,2019-02-24 13:15,-102.4064,48.3008,-22.00,-25.00,320.00,17.00,M,4.00,24.00,HZ,M
D50,2019-02-24 13:15,-103.2973,48.9285,-24.00,-27.00,310.00,16.00,M,5.00,21.00,HZ,M
46D,2019-02-24 13:15,-99.1513,47.4511,-16.00,-18.00,310.00,27.00,M,0.25,34.00,-SN,M
MOT,2019-02-24 13:15,-101.2803,48.2594,M,M,290.00,23.00,M,4.00,28.00,HZ,M
BIS,2019-02-24 13:15,-100.7458,46.7727,M,M,310.00,13.00,M,10.00,19.00,M,M
2D5,2019-02-24 13:15,-98.0799,46.1731,-16.00,-18.00,310.00,24.00,M,1.00,33.00,BR,M
20U,2019-02-24 13:15,-103.9821,46.9252,-23.00,-26.00,310.00,17.00,M,7.00,M,M,M
GWR,2019-02-24 13:15,-97.6435,46.2187,-14.00,-16.00,310.00,26.00,M,1.25,M,BR,M
D55,2019-02-24 13:15,-98.3937,48.7531,-18.00,-18.00,340.00,29.00,M,0.25,39.00,FZFG,M
2C8,2019-02-24 13:15,-97.6320,48.7837,-17.00,-20.00,330.00,21.00,M,0.25,33.00,-SN,M
HZE,2019-02-24 13:15,-101.5810,47.2899,-19.00,-22.00,300.00,12.00,M,10.00,20.00,M,M
RUG,2019-02-24 13:15,-100.0243,48.3904,-18.00,-20.00,310.00,23.00,M,2.50,M,BR,M
S32,2019-02-24 13:15,-98.1059,47.4228,-15.00,-17.00,320.00,25.00,M,2.50,33.00,BR,M
96D,2019-02-24 13:15,-97.9028,48.9406,-17.00,-18.00,330.00,26.00,M,1.50,36.00,BR,M
GAF,2019-02-24 13:15,-97.3709,48.4047,-16.00,-19.00,320.00,25.00,M,1.00,33.00,HZ,M
D57,2019-02-24 13:15,-101.8602,46.8128,-21.00,-26.00,310.00,12.00,M,10.00,M,M,M
FAR,2019-02-24 13:17,-96.8111,46.9253,-14.39,-16.72,320.00,24.00,M,1.25,34.00,UP BR,36.00
MIB,2019-02-24 13:17,-101.3580,48.4158,M,M,310.00,23.00,M,3.00,M,HZ,M
MIB,2019-02-24 13:18,-101.3580,48.4158,M,M,310.00,22.00,M,3.00,M,-DZ,M
FAR,2019-02-24 13:20,-96.8111,46.9253,M,M,320.00,24.00,M,1.25,M,UP BR,M
ISN,2019-02-24 13:20,-103.6366,48.1738,M,M,290.00,11.00,M,10.00,M,M,M
MOT,2019-02-24 13:20,-101.2803,48.2594,M,M,290.00,21.00,M,4.00,26.00,HZ,M
DVL,2019-02-24 13:20,-98.9083,48.1146,M,M,330.00,23.00,M,1.25,M,-SN BR,M
DIK,2019-02-24 13:20,-102.8019,46.7973,M,M,310.00,19.00,M,3.50,M,HZ,M
BIS,2019-02-24 13:20,-100.7458,46.7727,M,M,310.00,13.00,M,10.00,21.00,M,M
HEI,2019-02-24 13:20,-102.6560,46.0149,M,M,300.00,18.00,M,4.00,M,HZ,M
JMS,2019-02-24 13:20,-98.6800,46.9300,M,M,310.00,25.00,M,1.75,31.00,BR,M
GFK,2019-02-24 13:20,-97.1761,47.9492,M,M,330.00,28.00,M,3.00,M,M,M
DVL,2019-02-24 13:21,-98.9083,48.1146,-17.00,-19.00,330.00,24.00,M,1.00,29.00,-SN BR,29.00
