station,valid,lon,lat,tmpc,dwpc,drct,sknt,mslp,vsby,gust,wxcodes,peak_wind_gust
TVF,2019-02-24 00:35,-96.1850,48.0657,M,M,320.00,9.00,M,5.00,M,BR,M
PKD,2019-02-24 00:35,-95.0700,46.9000,M,M,330.00,10.00,M,6.00,M,HZ,M
AXN,2019-02-24 00:35,-95.3947,45.8663,M,M,340.00,10.00,M,7.00,M,M,M
MSP,2019-02-24 00:35,-93.2313,44.8854,M,M,10.00,10.00,M,6.00,M,HZ,M
RST,2019-02-24 00:35,-92.4916,43.9041,M,M,10.00,17.00,M,2.50,M,FZRA BR,M
STP,2019-02-24 00:35,-93.0600,44.9345,M,M,360.00,5.00,M,7.00,M,M,M
MIC,2019-02-24 00:35,-93.3539,45.0620,M,M,10.00,5.00,M,6.00,M,BR,M
RWF,2019-02-24 00:35,-95.0820,44.5469,M,M,330.00,12.00,M,0.75,20.00,-SN BR,M
STC,2019-02-24 00:35,-94.0513,45.5433,M,M,340.00,4.00,M,5.00,M,BR,M
BRD,2019-02-24 00:35,-94.1308,46.4047,M,M,340.00,3.00,M,5.00,M,HZ,M
FCM,2019-02-24 00:35,-93.4700,44.8300,M,M,10.00,10.00,M,5.00,M,BR,M
DLH,2019-02-24 00:35,-92.1936,46.8421,M,M,80.00,9.00,M,4.00,M,BR,M
MML,2019-02-24 00:35,-95.8200,44.4500,M,M,340.00,18.00,M,6.00,M,-SN BR,M
MKT,2019-02-24 00:35,-93.9200,44.2200,M,M,10.00,12.00,M,3.50,M,BR,M
FRM,2019-02-24 00:35,-94.4156,43.6439,M,M,350.00,20.00,M,1.00,M,-SN BR,M
BDE,2019-02-24 00:35,-94.6122,48.7284,M,M,320.00,3.00,M,10.00,M,M,M
GPZ,2019-02-24 00:35,-93.5097,47.2111,M,M,330.00,4.00,M,8.00,M,M,M
HIB,2019-02-24 00:35,-92.8390,47.3866,M,M,350.00,3.00,M,7.00,M,M,M
INL,2019-02-24 00:35,-93.3981,48.5614,M,M,290.00,3.00,M,8.00,M,UP,M
Y49,2019-02-24 00:35,-94.6453,47.1595,-3.50,-5.50,320.00,7.00,M,7.00,M,M,M
SYN,2019-02-24 00:35,-93.0163,44.4755,-0.50,-1.72,20.00,11.00,M,4.00,M,BR,M
ONA,2019-02-24 00:35,-91.7083,44.0772,1.00,0.00,70.00,4.00,M,3.00,M,DZ,M
DXX,2019-02-24 00:35,-96.1779,44.9864,-5.00,-7.00,330.00,16.00,M,7.00,M,M,M
HCD,2019-02-24 00:35,-94.3825,44.8599,-1.11,-1.72,340.00,10.00,M,1.75,M,-SN,M
FKA,2019-02-24 00:35,-92.1797,43.6767,-0.78,-1.28,30.00,9.00,M,1.50,M,UP,M
VWU,2019-02-24 00:35,-94.5167,48.1539,-4.00,-6.00,300.00,4.00,M,10.00,M,M,M
AEL,2019-02-24 00:35,-93.3672,43.6815,-2.00,-2.00,360.00,14.00,M,0.25,M,+SN,M
LVN,2019-02-24 00:35,-93.2273,44.6252,-1.00,-1.00,20.00,8.00,M,5.00,M,BR,M
BFW,2019-02-24 00:35,-91.4098,47.2521,-2.00,-2.00,50.00,8.00,M,2.00,M,BR,M
04W,2019-02-24 00:35,-92.8952,46.0229,0.00,-2.00,0.00,0.00,M,10.00,M,M,M
BBB,2019-02-24 00:35,-95.6506,45.3319,-5.00,-6.00,10.00,14.00,M,7.00,M,M,M
3N8,2019-02-24 00:35,-95.9281,47.2605,-6.78,-8.00,310.00,10.00,M,7.00,M,M,M
LJF,2019-02-24 00:35,-94.5072,45.0971,-1.00,-1.00,340.00,8.00,M,2.50,M,-SN,M
JKJ,2019-02-24 00:35,-96.6640,46.8393,-11.00,-13.00,320.00,9.00,M,10.00,M,M,M
LYV,2019-02-24 00:35,-96.2158,43.6212,-3.00,-6.00,360.00,15.00,M,5.00,20.00,BR,M
9MN,2019-02-24 00:35,-92.4831,44.0198,-0.61,-0.50,350.00,8.00,M,2.00,14.00,M,M
TKC,2019-02-24 00:35,-95.6072,44.2491,-3.78,-4.50,350.00,16.00,M,1.00,20.00,-SN,M
DYT,2019-02-24 00:35,-92.0434,46.7219,-2.00,-2.00,50.00,12.00,M,7.00,M,M,M
CQM,2019-02-24 00:35,-92.6894,47.8219,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
CKN,2019-02-24 00:35,-96.6214,47.8417,-14.00,-15.00,0.00,0.00,M,2.50,M,BR,M
GDB,2019-02-24 00:35,-95.5560,44.7533,-3.11,-4.61,330.00,13.00,M,3.00,20.00,-SN,M
AIT,2019-02-24 00:35,-93.6768,46.5484,-3.00,-4.00,340.00,3.00,M,7.00,M,M,M
ADC,2019-02-24 00:35,-95.2109,46.4503,-4.00,-7.00,310.00,9.00,M,5.00,M,BR,M
MVE,2019-02-24 00:35,-95.7103,44.9691,-4.00,-6.00,10.00,12.00,M,7.00,20.00,M,M
CKC,2019-02-24 00:35,-90.3829,47.8383,-4.00,-7.00,40.00,6.00,M,4.00,M,BR,M
MZH,2019-02-24 00:35,-92.8048,46.4186,-1.00,-3.00,60.00,5.00,M,7.00,M,-SN,M
FSE,2019-02-24 00:35,-95.7735,47.5928,-7.00,-9.00,290.00,7.00,M,5.00,M,BR,M
JMR,2019-02-24 00:35,-93.2718,45.8861,-1.00,-3.00,0.00,0.00,M,7.00,M,M,M
D39,2019-02-24 00:35,-94.9334,45.7066,-2.78,-4.78,330.00,9.00,M,7.00,M,M,M
MGG,2019-02-24 00:35,-93.9856,45.2360,-1.00,-1.72,350.00,7.00,M,3.00,M,-SN,M
MJQ,2019-02-24 00:35,-94.9865,43.6500,-3.00,-3.00,350.00,11.00,M,1.00,16.00,M,M
ULM,2019-02-24 00:35,-94.5000,44.3200,-2.00,-3.00,360.00,5.00,M,1.75,M,-SN,M
PNM,2019-02-24 00:35,-93.6082,45.5599,-1.00,-2.00,350.00,3.00,M,5.00,M,BR,M
RGK,2019-02-24 00:35,-92.4868,44.5915,0.00,-2.00,20.00,9.00,M,5.00,M,BR,M
AUM,2019-02-24 00:35,-92.9333,43.6647,1.00,-3.00,20.00,13.00,M,2.00,19.00,-SN,M
14Y,2019-02-24 00:35,-94.8739,45.8983,-3.00,-5.00,330.00,9.00,M,5.00,M,BR,M
CBG,2019-02-24 00:35,-93.2642,45.5575,0.00,-5.00,350.00,4.00,M,5.00,M,HZ,M
MWM,2019-02-24 00:35,-95.1094,43.9134,-4.00,-5.00,330.00,18.00,M,1.75,M,-SN,M
HCO,2019-02-24 00:35,-96.9430,48.7527,-14.00,-16.00,320.00,6.00,M,7.00,M,M,M
GHW,2019-02-24 00:35,-95.3204,45.6439,-4.00,-6.00,320.00,8.00,M,5.00,M,BR,M
FGN,2019-02-24 00:35,-94.9028,49.3183,-5.00,-6.00,300.00,3.00,M,10.00,M,-RA,M
ELO,2019-02-24 00:35,-91.8371,47.8287,-3.00,-4.00,0.00,0.00,M,10.00,M,M,M
DTL,2019-02-24 00:35,-95.8856,46.8252,-5.00,-6.00,320.00,10.00,M,5.00,M,BR,M
MOX,2019-02-24 00:35,-95.9672,45.5660,-6.00,-8.00,330.00,16.00,M,4.00,19.00,M,M
FFM,2019-02-24 00:35,-96.1567,46.2844,-7.00,-8.00,340.00,11.00,M,5.00,M,BR,M
BDH,2019-02-24 00:35,-95.1304,45.1177,-3.00,-5.00,330.00,14.00,M,5.00,M,M,M
VVV,2019-02-24 00:35,-96.4244,45.3057,-8.00,-11.00,320.00,11.00,M,10.00,18.00,M,M
TOB,2019-02-24 00:35,-92.8315,44.0180,-2.00,-2.00,360.00,14.00,M,1.00,M,-SN,M
SGS,2019-02-24 00:35,-93.0329,44.8571,0.00,-1.72,360.00,6.00,M,10.00,M,M,M
Y63,2019-02-24 00:35,-95.9920,45.9861,-6.61,-7.28,290.00,11.00,M,5.00,M,BR,M
SAZ,2019-02-24 00:35,-94.8066,46.3809,-3.00,-6.00,320.00,4.00,M,7.00,M,M,M
RRT,2019-02-24 00:35,-95.3483,48.9414,-4.00,-7.00,270.00,5.00,M,5.00,M,-SN,M
PQN,2019-02-24 00:35,-96.3004,43.9821,-5.00,-6.00,10.00,13.00,M,5.00,M,BR,M
PWC,2019-02-24 00:35,-94.3817,46.7248,-3.00,-6.00,330.00,6.00,M,10.00,M,M,M
TWM,2019-02-24 00:35,-91.7450,47.0492,-3.00,-6.00,50.00,7.00,M,10.00,M,M,M
LVN,2019-02-24 00:36,-93.2273,44.6252,-1.00,-1.00,20.00,9.00,M,5.00,M,BR,M
SYN,2019-02-24 00:36,-93.0163,44.4755,-0.50,-1.72,30.00,10.00,M,4.00,M,BR,M
D39,2019-02-24 00:36,-94.9334,45.7066,-2.78,-4.78,330.00,9.00,M,7.00,M,M,M
21D,2019-02-24 00:36,-92.8557,44.9975,0.00,-1.00,10.00,4.00,M,7.00,M,M,M
04W,2019-02-24 00:36,-92.8952,46.0229,0.00,-2.00,30.00,3.00,M,10.00,M,M,M
GHW,2019-02-24 00:36,-95.3204,45.6439,-4.00,-6.00,320.00,8.00,M,5.00,M,BR,M
DTL,2019-02-24 00:36,-95.8856,46.8252,-6.00,-6.00,320.00,10.00,M,5.00,M,BR,M
TOB,2019-02-24 00:36,-92.8315,44.0180,-2.00,-2.00,360.00,14.00,M,1.00,M,-SN,M
CNB,2019-02-24 00:36,-96.2660,44.7295,-5.22,-7.28,290.00,13.00,M,7.00,18.00,M,M
CKC,2019-02-24 00:36,-90.3829,47.8383,-4.00,-7.00,50.00,7.00,M,4.00,M,BR,M
CFE,2019-02-24 00:36,-93.8433,45.1590,-1.39,-2.72,M,M,M,5.00,M,BR,M
BJI,2019-02-24 00:36,-94.9337,47.5094,-4.72,-6.22,310.00,8.00,M,5.00,M,BR,M
CQM,2019-02-24 00:36,-92.6894,47.8219,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
CKN,2019-02-24 00:36,-96.6214,47.8417,-14.00,-15.00,0.00,0.00,M,2.50,M,BR,M
AIT,2019-02-24 00:36,-93.6768,46.5484,-3.00,-4.00,340.00,3.00,M,7.00,M,M,M
LJF,2019-02-24 00:36,-94.5072,45.0971,-1.00,-1.00,330.00,9.00,M,2.00,M,-SN,M
MOX,2019-02-24 00:36,-95.9672,45.5660,-6.00,-8.00,330.00,17.00,M,4.00,M,M,M
MVE,2019-02-24 00:36,-95.7103,44.9691,-4.00,-6.00,10.00,12.00,M,7.00,M,M,M
TKC,2019-02-24 00:36,-95.6072,44.2491,-3.78,-4.50,350.00,16.00,M,1.00,20.00,-SN,M
LYV,2019-02-24 00:36,-96.2158,43.6212,-3.00,-6.00,350.00,16.00,M,5.00,20.00,BR,M
ROS,2019-02-24 00:36,-92.9530,45.6980,-1.22,-2.50,10.00,3.00,M,7.00,M,M,M
9MN,2019-02-24 00:36,-92.4831,44.0198,-0.72,-0.61,350.00,9.00,M,2.00,14.00,M,M
CBG,2019-02-24 00:36,-93.2642,45.5575,0.00,-5.00,350.00,4.00,M,5.00,M,HZ,M
BDH,2019-02-24 00:36,-95.1304,45.1177,-3.00,-5.00,330.00,13.00,M,5.00,M,M,M
AUM,2019-02-24 00:36,-92.9333,43.6647,1.00,-3.00,20.00,12.00,M,2.00,19.00,-SN,M
MWM,2019-02-24 00:36,-95.1094,43.9134,-4.00,-5.00,330.00,19.00,M,1.75,M,-SN,M
JMR,2019-02-24 00:36,-93.2718,45.8861,-1.00,-3.00,0.00,0.00,M,7.00,M,M,M
ULM,2019-02-24 00:36,-94.5000,44.3200,-2.00,-3.00,360.00,5.00,M,1.75,M,-SN,M
TWM,2019-02-24 00:36,-91.7450,47.0492,-3.00,-6.00,50.00,7.00,M,10.00,M,M,M
RGK,2019-02-24 00:36,-92.4868,44.5915,0.00,-2.00,30.00,9.00,M,5.00,M,BR,M
PNM,2019-02-24 00:36,-93.6082,45.5599,-1.00,-2.00,350.00,3.00,M,5.00,M,BR,M
GYL,2019-02-24 00:36,-94.0812,44.7560,-0.61,-0.50,350.00,7.00,M,3.00,M,BR,M
HZX,2019-02-24 00:36,-93.3098,46.6188,-1.00,-2.00,350.00,3.00,M,7.00,M,M,M
ETH,2019-02-24 00:36,-96.5435,45.7805,-9.00,-12.00,300.00,11.00,M,10.00,M,M,M
BRD,2019-02-24 00:38,-94.1308,46.4047,-1.72,-5.00,330.00,4.00,M,5.00,M,HZ,M
FRM,2019-02-24 00:39,-94.4156,43.6439,-2.00,-2.00,360.00,23.00,M,1.00,M,-SN BR,26.00
ACQ,2019-02-24 00:39,-93.5529,44.0735,-1.00,-3.00,10.00,12.00,M,1.25,M,-SN,M
GPZ,2019-02-24 00:39,-93.5097,47.2111,-3.00,-4.00,330.00,3.00,M,8.00,M,M,M
AXN,2019-02-24 00:40,-95.3947,45.8663,M,M,340.00,9.00,M,7.00,M,M,M
TVF,2019-02-24 00:40,-96.1850,48.0657,M,M,300.00,8.00,M,6.00,M,BR,M
BDE,2019-02-24 00:40,-94.6122,48.7284,M,M,320.00,5.00,M,10.00,M,M,M
FRM,2019-02-24 00:40,-94.4156,43.6439,M,M,350.00,23.00,M,1.00,M,-SN BR,M
INL,2019-02-24 00:40,-93.3981,48.5614,M,M,310.00,4.00,M,7.00,M,UP,M
RST,2019-02-24 00:40,-92.4916,43.9041,M,M,20.00,15.00,M,3.00,M,FZRA BR,M
FCM,2019-02-24 00:40,-93.4700,44.8300,M,M,10.00,11.00,M,5.00,M,BR,M
HIB,2019-02-24 00:40,-92.8390,47.3866,M,M,340.00,3.00,M,7.00,M,M,M
MKT,2019-02-24 00:40,-93.9200,44.2200,M,M,10.00,13.00,M,4.00,M,BR,M
MIC,2019-02-24 00:40,-93.3539,45.0620,M,M,10.00,6.00,M,6.00,M,BR,M
GPZ,2019-02-24 00:40,-93.5097,47.2111,M,M,330.00,3.00,M,8.00,M,M,M
MSP,2019-02-24 00:40,-93.2313,44.8854,M,M,10.00,9.00,M,6.00,M,HZ,M
DLH,2019-02-24 00:40,-92.1936,46.8421,M,M,80.00,8.00,M,4.00,M,BR,M
STC,2019-02-24 00:40,-94.0513,45.5433,M,M,340.00,5.00,M,5.00,M,BR,M
BRD,2019-02-24 00:40,-94.1308,46.4047,M,M,330.00,3.00,M,5.00,M,HZ,M
STP,2019-02-24 00:40,-93.0600,44.9345,M,M,340.00,7.00,M,7.00,M,M,M
OTG,2019-02-24 00:40,-95.5792,43.6551,M,M,360.00,18.00,M,1.00,M,-SN BR,M
MML,2019-02-24 00:40,-95.8200,44.4500,M,M,340.00,18.00,M,6.00,M,-SN BR,M
PKD,2019-02-24 00:40,-95.0700,46.9000,M,M,330.00,8.00,M,6.00,M,BR,M
RWF,2019-02-24 00:40,-95.0820,44.5469,M,M,330.00,11.00,M,0.75,M,-SN BR,M
XVG,2019-02-24 00:41,-94.2039,46.9900,-3.00,-5.00,0.00,0.00,M,10.00,M,M,M
FCM,2019-02-24 00:45,-93.4700,44.8300,M,M,20.00,10.00,M,5.00,M,BR,M
RST,2019-02-24 00:45,-92.4916,43.9041,M,M,10.00,14.00,M,3.00,M,FZRA BR,M
INL,2019-02-24 00:45,-93.3981,48.5614,M,M,310.00,4.00,M,7.00,M,UP,M
MKT,2019-02-24 00:45,-93.9200,44.2200,M,M,10.00,11.00,M,3.50,M,BR,M
GPZ,2019-02-24 00:45,-93.5097,47.2111,M,M,320.00,3.00,M,8.00,M,M,M
BDE,2019-02-24 00:45,-94.6122,48.7284,M,M,320.00,5.00,M,10.00,M,M,M
FRM,2019-02-24 00:45,-94.4156,43.6439,M,M,350.00,24.00,M,1.00,M,-SN BR,M
DLH,2019-02-24 00:45,-92.1936,46.8421,M,M,80.00,7.00,M,4.00,M,BR,M
HIB,2019-02-24 00:45,-92.8390,47.3866,M,M,0.00,0.00,M,7.00,M,M,M
MSP,2019-02-24 00:45,-93.2313,44.8854,M,M,10.00,11.00,M,6.00,M,BR,M
STC,2019-02-24 00:45,-94.0513,45.5433,M,M,340.00,4.00,M,5.00,M,BR,M
BRD,2019-02-24 00:45,-94.1308,46.4047,M,M,320.00,4.00,M,5.00,M,HZ,M
STP,2019-02-24 00:45,-93.0600,44.9345,M,M,10.00,7.00,M,7.00,M,M,M
MIC,2019-02-24 00:45,-93.3539,45.0620,M,M,10.00,5.00,M,6.00,M,BR,M
MML,2019-02-24 00:45,-95.8200,44.4500,M,M,340.00,17.00,M,6.00,M,-SN BR,M
TVF,2019-02-24 00:45,-96.1850,48.0657,M,M,300.00,8.00,M,6.00,M,BR,M
PKD,2019-02-24 00:45,-95.0700,46.9000,M,M,340.00,9.00,M,6.00,M,BR,M
OTG,2019-02-24 00:45,-95.5792,43.6551,M,M,350.00,19.00,M,1.00,M,-SN BR,M
ANE,2019-02-24 00:45,-93.2102,45.1449,0.00,-1.00,20.00,8.00,M,7.00,M,M,M
RWF,2019-02-24 00:45,-95.0820,44.5469,M,M,330.00,11.00,M,1.00,17.00,-SN BR,M
AXN,2019-02-24 00:45,-95.3947,45.8663,M,M,340.00,12.00,M,7.00,M,M,M
EVM,2019-02-24 00:47,-92.4981,47.4251,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
ROX,2019-02-24 00:47,-95.6971,48.8560,-5.00,-7.00,270.00,6.00,M,4.00,M,-SN,M
AXN,2019-02-24 00:50,-95.3947,45.8663,M,M,330.00,11.00,M,7.00,M,M,M
RWF,2019-02-24 00:50,-95.0820,44.5469,M,M,340.00,14.00,M,1.00,M,-SN BR,M
PKD,2019-02-24 00:50,-95.0700,46.9000,M,M,340.00,9.00,M,6.00,M,BR,M
HIB,2019-02-24 00:50,-92.8390,47.3866,M,M,0.00,0.00,M,7.00,M,M,M
DLH,2019-02-24 00:50,-92.1936,46.8421,M,M,80.00,7.00,M,4.00,M,BR,M
FCM,2019-02-24 00:50,-93.4700,44.8300,M,M,10.00,10.00,M,5.00,M,BR,M
RST,2019-02-24 00:50,-92.4916,43.9041,M,M,10.00,11.00,M,3.00,M,FZRA BR,M
FRM,2019-02-24 00:50,-94.4156,43.6439,M,M,360.00,27.00,M,1.00,M,-SN BR,M
MKT,2019-02-24 00:50,-93.9200,44.2200,M,M,10.00,12.00,M,3.50,M,BR,M
MIC,2019-02-24 00:50,-93.3539,45.0620,M,M,10.00,9.00,M,6.00,M,BR,M
GPZ,2019-02-24 00:50,-93.5097,47.2111,M,M,320.00,3.00,M,8.00,M,M,M
BDE,2019-02-24 00:50,-94.6122,48.7284,M,M,320.00,5.00,M,9.00,M,M,M
MSP,2019-02-24 00:50,-93.2313,44.8854,M,M,10.00,10.00,M,6.00,M,HZ,M
INL,2019-02-24 00:50,-93.3981,48.5614,M,M,310.00,4.00,M,7.00,M,-SN,M
STC,2019-02-24 00:50,-94.0513,45.5433,M,M,340.00,4.00,M,5.00,M,BR,M
STP,2019-02-24 00:50,-93.0600,44.9345,M,M,360.00,7.00,M,7.00,M,M,M
BRD,2019-02-24 00:50,-94.1308,46.4047,M,M,320.00,4.00,M,5.00,M,HZ,M
MML,2019-02-24 00:50,-95.8200,44.4500,M,M,340.00,21.00,M,6.00,M,BR,M
TVF,2019-02-24 00:50,-96.1850,48.0657,M,M,310.00,8.00,M,6.00,M,BR,M
OTG,2019-02-24 00:50,-95.5792,43.6551,M,M,350.00,19.00,M,1.00,M,-SN BR,M
DVP,2019-02-24 00:52,-95.7826,43.9868,-5.11,-6.22,340.00,21.00,M,1.50,M,-SN,M
OWA,2019-02-24 00:52,-93.2606,44.1233,-1.00,-2.00,360.00,13.00,M,1.25,M,RA,M
ORB,2019-02-24 00:53,-92.8560,48.0159,-2.00,-4.00,0.00,0.00,M,10.00,M,UP,M
STP,2019-02-24 00:53,-93.0600,44.9345,-0.61,-3.28,360.00,7.00,1006.00,7.00,M,M,M
STC,2019-02-24 00:53,-94.0513,45.5433,-1.72,-3.28,340.00,6.00,1008.70,5.00,M,BR,M
FOZ,2019-02-24 00:53,-93.6502,47.7828,-2.00,-4.00,330.00,3.00,M,10.00,M,M,M
MSP,2019-02-24 00:53,-93.2313,44.8854,-0.61,-3.28,10.00,11.00,1006.00,6.00,M,HZ,M
BDE,2019-02-24 00:53,-94.6122,48.7284,-4.39,-6.72,320.00,5.00,1010.60,9.00,M,M,M
AXN,2019-02-24 00:53,-95.3947,45.8663,-2.22,-7.22,340.00,11.00,1009.70,7.00,M,M,M
HIB,2019-02-24 00:53,-92.8390,47.3866,-2.22,-3.89,350.00,3.00,1008.80,7.00,M,M,M
FCM,2019-02-24 00:53,-93.4700,44.8300,-0.61,-2.78,10.00,8.00,1005.50,4.00,M,BR,M
BRD,2019-02-24 00:53,-94.1308,46.4047,-1.72,-4.39,330.00,4.00,1009.00,5.00,M,HZ,M
PKD,2019-02-24 00:53,-95.0700,46.9000,-3.89,-6.11,340.00,8.00,1009.70,6.00,M,BR,M
RWF,2019-02-24 00:53,-95.0820,44.5469,-3.89,-5.00,340.00,13.00,1008.10,1.00,22.00,-SN BR,M
MIC,2019-02-24 00:53,-93.3539,45.0620,-0.61,-2.78,10.00,7.00,1006.40,6.00,M,BR,M
RST,2019-02-24 00:54,-92.4916,43.9041,-1.11,-1.11,20.00,11.00,1002.60,1.00,M,UP BR,M
ORB,2019-02-24 00:54,-92.8560,48.0159,-2.00,-4.00,0.00,0.00,M,10.00,M,UP,M
FOZ,2019-02-24 00:54,-93.6502,47.7828,-2.00,-4.00,0.00,0.00,M,10.00,M,M,M
AQP,2019-02-24 00:54,-96.0043,45.2275,-6.00,-8.00,320.00,16.00,M,5.00,21.00,BR,M
TVF,2019-02-24 00:55,-96.1850,48.0657,M,M,310.00,8.00,M,6.00,M,BR,M
AXN,2019-02-24 00:55,-95.3947,45.8663,M,M,330.00,10.00,M,7.00,M,M,M
RWF,2019-02-24 00:55,-95.0820,44.5469,M,M,340.00,14.00,M,1.00,M,-SN BR,M
PKD,2019-02-24 00:55,-95.0700,46.9000,M,M,340.00,7.00,M,6.00,M,BR,M
MML,2019-02-24 00:55,-95.8200,44.4500,M,M,340.00,19.00,M,6.00,M,BR,M
OTG,2019-02-24 00:55,-95.5792,43.6551,M,M,350.00,20.00,M,1.00,M,-SN BR,M
STP,2019-02-24 00:55,-93.0600,44.9345,M,M,350.00,8.00,M,7.00,M,M,M
FCM,2019-02-24 00:55,-93.4700,44.8300,M,M,360.00,10.00,M,4.00,15.00,BR,M
MIC,2019-02-24 00:55,-93.3539,45.0620,M,M,10.00,6.00,M,6.00,M,BR,M
HIB,2019-02-24 00:55,-92.8390,47.3866,M,M,350.00,3.00,M,7.00,M,M,M
BRD,2019-02-24 00:55,-94.1308,46.4047,M,M,330.00,4.00,M,5.00,M,HZ,M
LVN,2019-02-24 00:55,-93.2273,44.6252,-1.00,-1.00,10.00,10.00,M,5.00,M,BR,M
CDD,2019-02-24 00:55,-92.4830,48.2660,-3.00,-3.00,0.00,0.00,M,7.00,M,-SN,M
21D,2019-02-24 00:55,-92.8557,44.9975,0.00,-1.00,10.00,7.00,M,10.00,M,M,M
Y49,2019-02-24 00:55,-94.6453,47.1595,-3.61,-5.78,320.00,7.00,M,10.00,M,M,M
D39,2019-02-24 00:55,-94.9334,45.7066,-3.00,-5.00,330.00,9.00,M,7.00,M,M,M
CQM,2019-02-24 00:55,-92.6894,47.8219,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
SYN,2019-02-24 00:55,-93.0163,44.4755,-0.50,-1.72,30.00,9.00,M,4.00,M,BR,M
BFW,2019-02-24 00:55,-91.4098,47.2521,-2.00,-2.00,70.00,5.00,M,1.00,8.00,BR,M
LJF,2019-02-24 00:55,-94.5072,45.0971,-1.00,-1.00,340.00,9.00,M,1.25,M,SN,M
JKJ,2019-02-24 00:55,-96.6640,46.8393,-11.00,-13.00,320.00,9.00,M,10.00,M,M,M
DXX,2019-02-24 00:55,-96.1779,44.9864,-6.00,-8.00,330.00,15.00,M,7.00,M,M,M
AEL,2019-02-24 00:55,-93.3672,43.6815,-1.00,-1.00,360.00,12.00,M,0.50,17.00,+SN,M
VWU,2019-02-24 00:55,-94.5167,48.1539,-4.00,-6.00,310.00,5.00,M,10.00,M,M,M
FRM,2019-02-24 00:55,-94.4156,43.6439,M,M,350.00,25.00,M,1.00,M,-SN BR,M
MKT,2019-02-24 00:55,-93.9200,44.2200,M,M,10.00,12.00,M,3.50,M,BR,M
GPZ,2019-02-24 00:55,-93.5097,47.2111,M,M,0.00,0.00,M,9.00,M,M,M
BDE,2019-02-24 00:55,-94.6122,48.7284,M,M,320.00,6.00,M,9.00,M,M,M
RST,2019-02-24 00:55,-92.4916,43.9041,M,M,20.00,12.00,M,3.00,M,UP BR,M
DLH,2019-02-24 00:55,-92.1936,46.8421,M,M,70.00,9.00,M,4.00,M,BR,M
MSP,2019-02-24 00:55,-93.2313,44.8854,M,M,10.00,11.00,M,6.00,M,HZ,M
STC,2019-02-24 00:55,-94.0513,45.5433,M,M,340.00,5.00,M,5.00,M,BR,M
04W,2019-02-24 00:55,-92.8952,46.0229,0.00,-2.00,10.00,3.00,M,10.00,M,M,M
MGG,2019-02-24 00:55,-93.9856,45.2360,-1.00,-1.61,360.00,7.00,M,3.00,M,BR,M
3N8,2019-02-24 00:55,-95.9281,47.2605,-7.28,-8.50,320.00,10.00,M,7.00,M,M,M
BJI,2019-02-24 00:55,-94.9337,47.5094,-5.00,-6.28,320.00,9.00,M,5.00,M,BR,M
ULM,2019-02-24 00:55,-94.5000,44.3200,-2.00,-3.00,350.00,7.00,M,1.25,M,-SN,M
TOB,2019-02-24 00:55,-92.8315,44.0180,-2.00,-2.00,360.00,14.00,M,1.25,M,-SN,M
TWM,2019-02-24 00:55,-91.7450,47.0492,-3.00,-6.00,50.00,5.00,M,7.00,M,M,M
SGS,2019-02-24 00:55,-93.0329,44.8571,-0.11,-1.72,10.00,7.00,M,7.00,M,M,M
TKC,2019-02-24 00:55,-95.6072,44.2491,-4.00,-4.61,340.00,15.00,M,1.50,M,-SN,M
PWC,2019-02-24 00:55,-94.3817,46.7248,-3.00,-6.00,340.00,3.00,M,10.00,M,M,M
CKC,2019-02-24 00:55,-90.3829,47.8383,-4.00,-7.00,60.00,10.00,M,3.00,M,BR,M
CKN,2019-02-24 00:55,-96.6214,47.8417,-13.00,-14.00,350.00,4.00,M,5.00,M,BR,M
GHW,2019-02-24 00:55,-95.3204,45.6439,-4.00,-6.00,320.00,8.00,M,5.00,M,BR,M
FGN,2019-02-24 00:55,-94.9028,49.3183,-5.00,-6.00,310.00,5.00,M,10.00,M,-RA,M
GDB,2019-02-24 00:55,-95.5560,44.7533,-3.11,-4.72,320.00,15.00,M,5.00,20.00,BR,M
BBB,2019-02-24 00:55,-95.6506,45.3319,-5.00,-7.00,10.00,18.00,M,7.00,22.00,M,M
PQN,2019-02-24 00:55,-96.3004,43.9821,-5.00,-6.00,10.00,12.00,M,5.00,16.00,BR,M
MVE,2019-02-24 00:55,-95.7103,44.9691,-5.00,-7.00,10.00,13.00,M,7.00,19.00,M,M
MOX,2019-02-24 00:55,-95.9672,45.5660,-6.00,-8.00,330.00,15.00,M,4.00,M,M,M
AIT,2019-02-24 00:55,-93.6768,46.5484,-3.00,-4.00,0.00,0.00,M,7.00,M,M,M
ONA,2019-02-24 00:55,-91.7083,44.0772,1.00,0.00,50.00,5.00,M,4.00,M,-DZ,M
ADC,2019-02-24 00:55,-95.2109,46.4503,-5.00,-7.00,300.00,6.00,M,7.00,M,M,M
HCO,2019-02-24 00:55,-96.9430,48.7527,-14.00,-16.00,320.00,5.00,M,7.00,M,M,M
FFM,2019-02-24 00:55,-96.1567,46.2844,-7.00,-8.00,340.00,11.00,M,5.00,18.00,BR,M
DYT,2019-02-24 00:55,-92.0434,46.7219,-2.00,-2.00,40.00,12.00,M,7.00,M,M,M
